date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:32:14	77378/77378	---M-Z	200	added ('OK')	text/html	etag:%221dc6157-12e42-5ec10445b0180-gzip%22	https://themes.pixelstrap.com/fastkart/back-end/index.html	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/index.html	(from )
17:32:15	31/31	---M--	200	added ('OK')	text/plain	etag:%221c5ed12-1f-573674df1a4fa%22	https://themes.pixelstrap.com/robots.txt		(from )
17:32:15	416/416	---M--	200	added ('OK')	image/png	etag:%221dc88aa-1a0-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/favicon.png	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/favicon.png	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:15	9149/9149	---M--	200	added ('OK')	text/css	etag:%221dc9afd-23bd-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/linearicon.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/linearicon.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:15	79039/79039	---M--	200	added ('OK')	text/css	etag:%221dc9b18-134bf-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/font-awesome.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/font-awesome.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:16	17591/17591	---M--	200	added ('OK')	text/css	etag:%221dc9b21-44b7-5f1d09347c880%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/themify.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/themify.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:16	1023/1023	---M--	200	added ('OK')	text/css	etag:%221dc9af7-3ff-5f1d0930abf80%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/ratio.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/ratio.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:16	110492/110492	---M--	200	added ('OK')	text/css	etag:%221dc9b00-1af9c-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/remixicon.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/remixicon.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:16	2307/2307	---M--	200	added ('OK')	text/css	etag:%221dc9b17-903-5f1d093388640%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/feather-icon.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/feather-icon.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:17	3589/3589	---M--	200	added ('OK')	text/css	etag:%221dc9b1e-e05-5f1d093388640%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/scrollbar.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/scrollbar.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:17	68740/68740	---M--	200	added ('OK')	text/css	etag:%221dc9b0a-10c84-5f1d093294400%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/animate.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/animate.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:17	340711/340711	---M--	200	added ('OK')	text/css	etag:%221dc9b0c-532e7-5f1d093388640%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/bootstrap.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/bootstrap.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:17	6228/6228	---M--	200	added ('OK')	text/css	etag:%221dc9b03-1854-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vector-map.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vector-map.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:18	3734/3734	---M--	200	added ('OK')	text/css	etag:%221dc9be5-e96-5f1d09347c880%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/slick.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/vendors/slick.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:18	4997/4997	---M--	200	added ('OK')	image/png	etag:%221dc88bc-1385-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/logo/1.png	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/logo/1.png	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:18	5393/5393	---M--	200	added ('OK')	image/png	etag:%221dc88bb-1511-5e82322173940%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/logo/1-white.png	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/logo/1-white.png	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:19	1175904/1175904	---M--	200	added ('OK')	text/css	etag:%221dc9afa-11f160-5f1d0931a01c0%22	https://themes.pixelstrap.com/fastkart/back-end/assets/css/style.css	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/css/style.css	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:19	53779/53779	---M--	200	added ('OK')	image/jpeg	etag:%221dc8add-d213-5e800e2f67540%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/users/4.jpg	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/users/4.jpg	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:19	59360/59360	---M-Z	200	added ('OK')	text/html	etag:%221dc614c-e7e0-5f1ce7db31a80-gzip%22	https://themes.pixelstrap.com/fastkart/back-end/all-users.html	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/all-users.html	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:19	69626/69626	---M-Z	200	added ('OK')	text/html	etag:%221dc615d-10ffa-5f1ce84ac61c0-gzip%22	https://themes.pixelstrap.com/fastkart/back-end/order-list.html	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/order-list.html	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:19	52919/52919	---M-Z	200	added ('OK')	text/html	etag:%221dc6244-ceb7-5f1ceaaa43b00-gzip%22	https://themes.pixelstrap.com/fastkart/back-end/support-ticket.html	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/support-ticket.html	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:20	37433/37433	---M-Z	200	added ('OK')	text/html	etag:%221dc6161-9239-5eb4a57574e40-gzip%22	https://themes.pixelstrap.com/fastkart/back-end/profile-setting.html	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/profile-setting.html	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:20	6079/6079	---M--	200	added ('OK')	image/png	etag:%221dc88b7-17bf-5eaf681cb6c00%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/logo/full-white.png	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/logo/full-white.png	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
17:32:20	448/448	---M--	200	added ('OK')	image/png	etag:%221dc88b8-1c0-5eaf681cb6c00%22	https://themes.pixelstrap.com/fastkart/back-end/assets/images/logo/logo.png	C:/My%20Web%20Sites/be/themes.pixelstrap.com/fastkart/back-end/assets/images/logo/logo.png	(from https://themes.pixelstrap.com/fastkart/back-end/index.html)
